BFS_NR_GEMEINDE,GEMEINDE_NAME,BEZIRK_NR,BEZIRK_NAME,JAHR,KONFESSION_CODE,KONFESSION_BEZEICHNUNG,ANZAHL_PERSONEN
4951,Wigoltingen,2015,Bezirk Weinfelden,2016,121,Römisch-katholisch,660, 
4951,Wigoltingen,2015,Bezirk Weinfelden,2016,0,Übrige,652, 
4401,Arbon,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,3652, 
4401,Arbon,2011,Bezirk Arbon,2015,121,Römisch-katholisch,4884, 
4401,Arbon,2011,Bezirk Arbon,2015,0,Übrige,5648, 
4406,Dozwil,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,205, 
4406,Dozwil,2011,Bezirk Arbon,2015,121,Römisch-katholisch,142, 
4406,Dozwil,2011,Bezirk Arbon,2015,0,Übrige,334, 
4411,Egnach,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,1961, 
4411,Egnach,2011,Bezirk Arbon,2015,121,Römisch-katholisch,1464, 
4411,Egnach,2011,Bezirk Arbon,2015,0,Übrige,1137, 
4416,Hefenhofen,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,456, 
4416,Hefenhofen,2011,Bezirk Arbon,2015,121,Römisch-katholisch,390, 
4416,Hefenhofen,2011,Bezirk Arbon,2015,0,Übrige,384, 
4421,Horn,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,742, 
4421,Horn,2011,Bezirk Arbon,2015,121,Römisch-katholisch,1175, 
4421,Horn,2011,Bezirk Arbon,2015,0,Übrige,675, 
4426,Kesswil,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,444, 
4426,Kesswil,2011,Bezirk Arbon,2015,121,Römisch-katholisch,283, 
4426,Kesswil,2011,Bezirk Arbon,2015,0,Übrige,270, 
4431,Roggwil,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,1173, 
4431,Roggwil,2011,Bezirk Arbon,2015,121,Römisch-katholisch,1104, 
4431,Roggwil,2011,Bezirk Arbon,2015,0,Übrige,670, 
4436,Romanshorn,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,2956, 
4436,Romanshorn,2011,Bezirk Arbon,2015,121,Römisch-katholisch,3356, 
4436,Romanshorn,2011,Bezirk Arbon,2015,0,Übrige,4396, 
4441,Salmsach,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,422, 
4441,Salmsach,2011,Bezirk Arbon,2015,121,Römisch-katholisch,448, 
4441,Salmsach,2011,Bezirk Arbon,2015,0,Übrige,532, 
4446,Sommeri,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,168, 
4446,Sommeri,2011,Bezirk Arbon,2015,121,Römisch-katholisch,230, 
4446,Sommeri,2011,Bezirk Arbon,2015,0,Übrige,122, 
4451,Uttwil,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,740, 
4451,Uttwil,2011,Bezirk Arbon,2015,121,Römisch-katholisch,535, 
4451,Uttwil,2011,Bezirk Arbon,2015,0,Übrige,555, 
4461,Amriswil,2011,Bezirk Arbon,2015,111,Evangelisch-reformiert,3828, 
4461,Amriswil,2011,Bezirk Arbon,2015,121,Römisch-katholisch,4154, 
4461,Amriswil,2011,Bezirk Arbon,2015,0,Übrige,5065, 
4471,Bischofszell,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1810, 
4471,Bischofszell,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,2190, 
4471,Bischofszell,2015,Bezirk Weinfelden,2015,0,Übrige,1861, 
4476,Erlen,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1340, 
4476,Erlen,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,1028, 
4476,Erlen,2015,Bezirk Weinfelden,2015,0,Übrige,1240, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,635, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,731, 
4486,Hauptwil-Gottshaus,2015,Bezirk Weinfelden,2015,0,Übrige,544, 
4495,Hohentannen,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,278, 
4495,Hohentannen,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,157, 
4495,Hohentannen,2015,Bezirk Weinfelden,2015,0,Übrige,177, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1317, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,920, 
4501,Kradolf-Schönenberg,2015,Bezirk Weinfelden,2015,0,Übrige,1314, 
4506,Sulgen,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1314, 
4506,Sulgen,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,1098, 
4506,Sulgen,2015,Bezirk Weinfelden,2015,0,Übrige,1264, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,973, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,723, 
4511,Zihlschlacht-Sitterdorf,2015,Bezirk Weinfelden,2015,0,Übrige,551, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,803, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,454, 
4536,Basadingen-Schlattingen,2012,Bezirk Frauenfeld,2015,0,Übrige,550, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,1279, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,1171, 
4545,Diessenhofen,2012,Bezirk Frauenfeld,2015,0,Übrige,1196, 
4546,Schlatt,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,924, 
4546,Schlatt,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,306, 
4546,Schlatt,2012,Bezirk Frauenfeld,2015,0,Übrige,417, 
4551,Aadorf,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,3183, 
4551,Aadorf,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,2952, 
4551,Aadorf,2014,Bezirk Münchwilen,2015,0,Übrige,2658, 
4561,Felben-Wellhausen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,1051, 
4561,Felben-Wellhausen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,834, 
4561,Felben-Wellhausen,2012,Bezirk Frauenfeld,2015,0,Übrige,801, 
4566,Frauenfeld,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,8887, 
4566,Frauenfeld,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,8527, 
4566,Frauenfeld,2012,Bezirk Frauenfeld,2015,0,Übrige,7319, 
4571,Gachnang,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,1907, 
4571,Gachnang,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,1042, 
4571,Gachnang,2012,Bezirk Frauenfeld,2015,0,Übrige,1029, 
4590,Hüttlingen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,437, 
4590,Hüttlingen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,133, 
4590,Hüttlingen,2012,Bezirk Frauenfeld,2015,0,Übrige,259, 
4591,Matzingen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,924, 
4591,Matzingen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,929, 
4591,Matzingen,2012,Bezirk Frauenfeld,2015,0,Übrige,765, 
4601,Neunforn,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,583, 
4601,Neunforn,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,128, 
4601,Neunforn,2012,Bezirk Frauenfeld,2015,0,Übrige,246, 
4606,Stettfurt,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,569, 
4606,Stettfurt,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,316, 
4606,Stettfurt,2012,Bezirk Frauenfeld,2015,0,Übrige,279, 
4611,Thundorf,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,840, 
4611,Thundorf,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,306, 
4611,Thundorf,2012,Bezirk Frauenfeld,2015,0,Übrige,281, 
4616,Uesslingen-Buch,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,573, 
4616,Uesslingen-Buch,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,276, 
4616,Uesslingen-Buch,2012,Bezirk Frauenfeld,2015,0,Übrige,237, 
4621,Warth-Weiningen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,563, 
4621,Warth-Weiningen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,363, 
4621,Warth-Weiningen,2012,Bezirk Frauenfeld,2015,0,Übrige,312, 
4641,Altnau,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,948, 
4641,Altnau,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,622, 
4641,Altnau,2013,Bezirk Kreuzlingen,2015,0,Übrige,578, 
4643,Bottighofen,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,903, 
4643,Bottighofen,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,634, 
4643,Bottighofen,2013,Bezirk Kreuzlingen,2015,0,Übrige,629, 
4646,Ermatingen,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,1379, 
4646,Ermatingen,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,903, 
4646,Ermatingen,2013,Bezirk Kreuzlingen,2015,0,Übrige,917, 
4651,Gottlieben,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,136, 
4651,Gottlieben,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,106, 
4651,Gottlieben,2013,Bezirk Kreuzlingen,2015,0,Übrige,78, 
4656,Güttingen,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,654, 
4656,Güttingen,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,464, 
4656,Güttingen,2013,Bezirk Kreuzlingen,2015,0,Übrige,456, 
4666,Kemmental,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,1197, 
4666,Kemmental,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,567, 
4666,Kemmental,2013,Bezirk Kreuzlingen,2015,0,Übrige,621, 
4671,Kreuzlingen,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,5079, 
4671,Kreuzlingen,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,6807, 
4671,Kreuzlingen,2013,Bezirk Kreuzlingen,2015,0,Übrige,9613, 
4681,Langrickenbach,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,604, 
4681,Langrickenbach,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,292, 
4681,Langrickenbach,2013,Bezirk Kreuzlingen,2015,0,Übrige,378, 
4683,Lengwil,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,701, 
4683,Lengwil,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,467, 
4683,Lengwil,2013,Bezirk Kreuzlingen,2015,0,Übrige,485, 
4691,Münsterlingen,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,1042, 
4691,Münsterlingen,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,952, 
4691,Münsterlingen,2013,Bezirk Kreuzlingen,2015,0,Übrige,1193, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,1656, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,1258, 
4696,Tägerwilen,2013,Bezirk Kreuzlingen,2015,0,Übrige,1463, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,496, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,223, 
4701,Wäldi,2013,Bezirk Kreuzlingen,2015,0,Übrige,318, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1044, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,835, 
4711,Affeltrangen,2015,Bezirk Weinfelden,2015,0,Übrige,602, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,283, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,512, 
4716,Bettwiesen,2014,Bezirk Münchwilen,2015,0,Übrige,358, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,901, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,1098, 
4721,Bichelsee-Balterswil,2014,Bezirk Münchwilen,2015,0,Übrige,791, 
4723,Braunau,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,321, 
4723,Braunau,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,283, 
4723,Braunau,2014,Bezirk Münchwilen,2015,0,Übrige,149, 
4724,Eschlikon,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,1580, 
4724,Eschlikon,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,1562, 
4724,Eschlikon,2014,Bezirk Münchwilen,2015,0,Übrige,1125, 
4726,Fischingen,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,826, 
4726,Fischingen,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,1270, 
4726,Fischingen,2014,Bezirk Münchwilen,2015,0,Übrige,542, 
4741,Lommis,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,425, 
4741,Lommis,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,468, 
4741,Lommis,2014,Bezirk Münchwilen,2015,0,Übrige,332, 
4746,Münchwilen,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,1513, 
4746,Münchwilen,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,2176, 
4746,Münchwilen,2014,Bezirk Münchwilen,2015,0,Übrige,1563, 
4751,Rickenbach,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,446, 
4751,Rickenbach,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,1147, 
4751,Rickenbach,2014,Bezirk Münchwilen,2015,0,Übrige,1173, 
4756,Schönholzerswilen,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,391, 
4756,Schönholzerswilen,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,265, 
4756,Schönholzerswilen,2015,Bezirk Weinfelden,2015,0,Übrige,148, 
4761,Sirnach,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,1795, 
4761,Sirnach,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,3204, 
4761,Sirnach,2014,Bezirk Münchwilen,2015,0,Übrige,2643, 
4776,Tobel-Tägerschen,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,456, 
4776,Tobel-Tägerschen,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,695, 
4776,Tobel-Tägerschen,2014,Bezirk Münchwilen,2015,0,Übrige,400, 
4781,Wängi,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,1624, 
4781,Wängi,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,1792, 
4781,Wängi,2014,Bezirk Münchwilen,2015,0,Übrige,1160, 
4786,Wilen,2014,Bezirk Münchwilen,2015,111,Evangelisch-reformiert,598, 
4786,Wilen,2014,Bezirk Münchwilen,2015,121,Römisch-katholisch,1296, 
4786,Wilen,2014,Bezirk Münchwilen,2015,0,Übrige,562, 
4791,Wuppenau,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,302, 
4791,Wuppenau,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,602, 
4791,Wuppenau,2015,Bezirk Weinfelden,2015,0,Übrige,216, 
4801,Berlingen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,393, 
4801,Berlingen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,203, 
4801,Berlingen,2012,Bezirk Frauenfeld,2015,0,Übrige,267, 
4806,Eschenz,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,640, 
4806,Eschenz,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,573, 
4806,Eschenz,2012,Bezirk Frauenfeld,2015,0,Übrige,506, 
4811,Herdern,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,415, 
4811,Herdern,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,321, 
4811,Herdern,2012,Bezirk Frauenfeld,2015,0,Übrige,275, 
4816,Homburg,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,666, 
4816,Homburg,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,531, 
4816,Homburg,2012,Bezirk Frauenfeld,2015,0,Übrige,313, 
4821,Hüttwilen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,850, 
4821,Hüttwilen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,369, 
4821,Hüttwilen,2012,Bezirk Frauenfeld,2015,0,Übrige,446, 
4826,Mammern,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,244, 
4826,Mammern,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,209, 
4826,Mammern,2012,Bezirk Frauenfeld,2015,0,Übrige,172, 
4831,Müllheim,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,1173, 
4831,Müllheim,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,728, 
4831,Müllheim,2012,Bezirk Frauenfeld,2015,0,Übrige,978, 
4841,Pfyn,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,850, 
4841,Pfyn,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,515, 
4841,Pfyn,2012,Bezirk Frauenfeld,2015,0,Übrige,567, 
4846,Raperswilen,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,247, 
4846,Raperswilen,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,60, 
4846,Raperswilen,2013,Bezirk Kreuzlingen,2015,0,Übrige,89, 
4851,Salenstein,2013,Bezirk Kreuzlingen,2015,111,Evangelisch-reformiert,532, 
4851,Salenstein,2013,Bezirk Kreuzlingen,2015,121,Römisch-katholisch,343, 
4851,Salenstein,2013,Bezirk Kreuzlingen,2015,0,Übrige,406, 
4864,Steckborn,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,1281, 
4864,Steckborn,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,1188, 
4864,Steckborn,2012,Bezirk Frauenfeld,2015,0,Übrige,1247, 
4871,Wagenhausen,2012,Bezirk Frauenfeld,2015,111,Evangelisch-reformiert,820, 
4871,Wagenhausen,2012,Bezirk Frauenfeld,2015,121,Römisch-katholisch,269, 
4871,Wagenhausen,2012,Bezirk Frauenfeld,2015,0,Übrige,583, 
4881,Amlikon-Bissegg,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,586, 
4881,Amlikon-Bissegg,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,335, 
4881,Amlikon-Bissegg,2015,Bezirk Weinfelden,2015,0,Übrige,399, 
4891,Berg,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1615, 
4891,Berg,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,912, 
4891,Berg,2015,Bezirk Weinfelden,2015,0,Übrige,772, 
4901,Birwinken,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,697, 
4901,Birwinken,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,249, 
4901,Birwinken,2015,Bezirk Weinfelden,2015,0,Übrige,408, 
4911,Bürglen,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1248, 
4911,Bürglen,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,1035, 
4911,Bürglen,2015,Bezirk Weinfelden,2015,0,Übrige,1396, 
4921,Bussnang,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1036, 
4921,Bussnang,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,617, 
4921,Bussnang,2015,Bezirk Weinfelden,2015,0,Übrige,609, 
4941,Märstetten,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1246, 
4941,Märstetten,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,680, 
4941,Märstetten,2015,Bezirk Weinfelden,2015,0,Übrige,818, 
4946,Weinfelden,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,4295, 
4946,Weinfelden,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,3296, 
4946,Weinfelden,2015,Bezirk Weinfelden,2015,0,Übrige,3556, 
4951,Wigoltingen,2015,Bezirk Weinfelden,2015,111,Evangelisch-reformiert,1092, 
4951,Wigoltingen,2015,Bezirk Weinfelden,2015,121,Römisch-katholisch,655, 
4951,Wigoltingen,2015,Bezirk Weinfelden,2015,0,Übrige,622, 
